carriage,nst07,unit,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
OWN,GT11,THS_T,CH	430 	373 	561 	407 	527 	617 	886 	631 	865 
OWN,GT11,THS_T,CY	: c	: c	: c	: c	123 	146 	: c	: c	: c
OWN,GT11,THS_T,CZ	2334 	3085 	3111 	2471 	2099 	2168 	2132 	2761 	2390 
OWN,GT11,THS_T,DE	6319 	6897 	7477 	7094 	8318 	9654 	13518 	11973 	14486 
OWN,GT11,THS_T,DK	387 	782 	860 	1194 	1353 	820 	599 	1247 	2804 
OWN,GT11,THS_T,EE	: c	99 	40 	58 	57 	60 	108 	: c	: c
OWN,GT11,THS_T,EL	902 	2450 	1854 	1039 	1694 	2153 	3133 	2216 	2481 
OWN,GT11,THS_T,ES	2257 	2011 	2396 	1705 	2123 	2495 	2423 	2200 	2508 
OWN,GT11,THS_T,EU15	93417 	86478 	80051 	82183 	85185 	102161 	104725 	: 	: 
OWN,GT11,THS_T,EU25	104266 	98129 	94838 	93686 	96246 	116150 	116883 	: 	: 
OWN,GT11,THS_T,EU27	106315 	100469 	97531 	96184 	98660 	118080 	119798 	: 	: 
OWN,GT11,THS_T,EU28	107329 	101194 	98311 	97012 	99309 	119029 	120624 	: 	: 
OWN,GT11,THS_T,FI	2399 	1861 	2292 	3611 	1691 	3461 	6278 	3523 	4304 
OWN,GT11,THS_T,FR	40851 	37702 	34569 	38077 	32754 	34104 	30927 	20097 	43489 
OWN,GT11,THS_T,HR	1014 	724 	780 	828 	650 	949 	826 	841 	1097 
OWN,GT11,THS_T,HU	1011 	1819 	1890 	2006 	1750 	2167 	1439 	1376 	1899 
OWN,GT11,THS_T,IE	849 	656 	678 	684 	559 	947 	983 	1670 	3098 
OWN,GT11,THS_T,IT	4139 	4232 	5073 	4436 	5181 	7518 	8438 	9278 	9526 
OWN,GT11,THS_T,LT	484 	598 	501 	407 	516 	708 	636 	501 	948 
OWN,GT11,THS_T,LU	433 	353 	465 	463 	517 	422 	551 	509 	314 
OWN,GT11,THS_T,LV	720 	744 	831 	892 	840 	574 	843 	759 	679 
OWN,GT11,THS_T,NL	10879 	11538 	10556 	11487 	10050 	9072 	9149 	7167 	7285 
OWN,GT11,THS_T,NO	2029 	2351 	3009 	2568 	2412 	3603 	2631 	2962 	2868 
OWN,GT11,THS_T,PL	4582 	4105 	6793 	4778 	4703 	7125 	5164 	4776 	8306 
OWN,GT11,THS_T,PT	1801 	1530 	1393 	958 	1520 	1616 	1820 	2116 	2579 
OWN,GT11,THS_T,RO	1281 	1354 	1450 	1625 	1581 	1379 	2065 	4047 	4319 
OWN,GT11,THS_T,SE	1501 	1611 	2085 	906 	1215 	1678 	1742 	884 	922 
OWN,GT11,THS_T,SI	553 	581 	567 	512 	521 	761 	1090 	891 	556 
OWN,GT11,THS_T,SK	1136 	601 	1045 	335 	453 	279 	631 	600 	925 
OWN,GT11,THS_T,UK	14287 	9275 	7036 	6917 	15265 	25294 	22386 	23310 	21619 
OWN,GT12,MIO_TKM,AT	91 	109 	83 	64 	81 	73 	61 	73 	106 
OWN,GT12,MIO_TKM,BE	159 	73 	26 	25 	80 	40 	47 	46 	70 
OWN,GT12,MIO_TKM,BG	114 	39 	61 	45 	35 	8 	40 	39 	15 
OWN,GT12,MIO_TKM,CH	9 	37 	14 	27 	11 	20 	14 	13 	6 
OWN,GT12,MIO_TKM,CY	1 	: c	: c	: c	: c	3 	: c	: c	5 
OWN,GT12,MIO_TKM,CZ	135 	153 	190 	132 	111 	104 	82 	90 	104 
OWN,GT12,MIO_TKM,DE	501 	403 	499 	542 	521 	648 	547 	1061 	1201 
OWN,GT12,MIO_TKM,DK	9 	22 	22 	33 	32 	18 	17 	13 	21 
OWN,GT12,MIO_TKM,EE	6 	: c	: c	7 	: c	8 	11 	7 	4 
OWN,GT12,MIO_TKM,EL	40 	53 	50 	16 	28 	14 	29 	19 	47 
OWN,GT12,MIO_TKM,ES	43 	51 	62 	72 	66 	89 	71 	56 	63 
OWN,GT12,MIO_TKM,EU15	2756 	3120 	2559 	2595 	3346 	2851 	3059 	: 	: 
OWN,GT12,MIO_TKM,EU25	3685 	4013 	3298 	3229 	3965 	3548 	3794 	: 	: 
OWN,GT12,MIO_TKM,EU27	4220 	4350 	3599 	3501 	4259 	3783 	4139 	: 	: 
OWN,GT12,MIO_TKM,EU28	4223 	4356 	3607 	3508 	4264 	3787 	4141 	: 	: 
OWN,GT12,MIO_TKM,FI	16 	52 	: c	48 	: c	45 	: c	: c	59 
OWN,GT12,MIO_TKM,FR	670 	877 	613 	676 	547 	487 	425 	384 	374 
OWN,GT12,MIO_TKM,HR	2 	6 	8 	7 	5 	4 	2 	1 	6 
OWN,GT12,MIO_TKM,HU	38 	27 	35 	16 	17 	55 	134 	86 	55 
OWN,GT12,MIO_TKM,IE	21 	7 	9 	10 	25 	3 	15 	3 	: 
OWN,GT12,MIO_TKM,IT	83 	82 	81 	73 	143 	90 	207 	137 	164 
OWN,GT12,MIO_TKM,LT	6 	24 	22 	52 	40 	48 	64 	115 	222 
OWN,GT12,MIO_TKM,LU	43 	48 	38 	52 	6 	10 	21 	16 	12 
OWN,GT12,MIO_TKM,LV	: c	5 	: c	: c	4 	: c	: c	1 	: c
OWN,GT12,MIO_TKM,NL	175 	142 	168 	221 	128 	88 	93 	286 	267 
OWN,GT12,MIO_TKM,NO	109 	54 	29 	49 	42 	84 	16 	54 	36 
OWN,GT12,MIO_TKM,PL	626 	548 	361 	314 	325 	404 	354 	386 	534 
OWN,GT12,MIO_TKM,PT	37 	29 	101 	21 	194 	79 	119 	52 	63 
OWN,GT12,MIO_TKM,RO	421 	298 	241 	227 	259 	228 	305 	305 	210 
OWN,GT12,MIO_TKM,SE	6 	29 	59 	47 	19 	42 	19 	5 	26 
OWN,GT12,MIO_TKM,SI	53 	69 	31 	50 	45 	40 	28 	4 	20 
OWN,GT12,MIO_TKM,SK	64 	66 	91 	51 	73 	31 	53 	45 	60 
OWN,GT12,MIO_TKM,UK	863 	1144 	734 	695 	1442 	1125 	1378 	1299 	1055 
OWN,GT12,THS_T,AT	1890 	1873 	1745 	1690 	1638 	1537 	1401 	1251 	1728 
OWN,GT12,THS_T,BE	1820 	827 	277 	212 	646 	334 	251 	284 	476 
OWN,GT12,THS_T,BG	193 	122 	175 	150 	117 	87 	392 	242 	272 
OWN,GT12,THS_T,CH	159 	367 	149 	257 	114 	253 	238 	166 	150 
OWN,GT12,THS_T,CY	56 	: c	: c	: c	: c	142 	: c	: c	142 
OWN,GT12,THS_T,CZ	1263 	1580 	1593 	1293 	1060 	1207 	803 	878 	1738 
OWN,GT12,THS_T,DE	10772 	7949 	10423 	8296 	8272 	8110 	6720 	10654 	11435 
OWN,GT12,THS_T,DK	85 	253 	270 	552 	373 	252 	220 	187 	658 
OWN,GT12,THS_T,EE	56 	: c	: c	39 	: c	103 	98 	145 	76 
OWN,GT12,THS_T,EL	646 	2584 	4903 	288 	289 	431 	789 	571 	669 
OWN,GT12,THS_T,ES	536 	541 	685 	1041 	735 	515 	463 	590 	766 
OWN,GT12,THS_T,EU15	34043 	33914 	33508 	29151 	32768 	34517 	30325 	: 	: 
OWN,GT12,THS_T,EU25	41598 	40284 	41045 	33920 	37164 	40635 	36166 	: 	: 
OWN,GT12,THS_T,EU27	42508 	40912 	41864 	34570 	38032 	41219 	37220 	: 	: 
OWN,GT12,THS_T,EU28	42580 	40968 	41981 	34700 	38192 	41381 	37290 	: 	: 
OWN,GT12,THS_T,FI	296 	919 	: c	739 	: c	260 	: c	: c	1042 
OWN,GT12,THS_T,FR	4648 	4943 	3648 	4746 	3019 	6897 	3530 	2431 	2704 
OWN,GT12,THS_T,HR	72 	56 	117 	130 	160 	162 	69 	41 	120 
OWN,GT12,THS_T,HU	383 	426 	473 	186 	255 	335 	923 	785 	598 
OWN,GT12,THS_T,IE	186 	94 	143 	137 	167 	47 	86 	49 	: 
OWN,GT12,THS_T,IT	2022 	2502 	2034 	1747 	2458 	2764 	4434 	3910 	2968 
OWN,GT12,THS_T,LT	32 	26 	47 	44 	77 	87 	69 	164 	277 
OWN,GT12,THS_T,LU	561 	384 	237 	150 	58 	105 	120 	66 	118 
OWN,GT12,THS_T,LV	: c	62 	: c	: c	52 	: c	: c	31 	: c
OWN,GT12,THS_T,NL	2024 	1523 	1706 	2650 	1526 	1742 	1116 	4903 	4410 
OWN,GT12,THS_T,NO	1327 	663 	143 	278 	238 	1003 	543 	309 	105 
OWN,GT12,THS_T,PL	5316 	3623 	4105 	2428 	2389 	3041 	3482 	3276 	4247 
OWN,GT12,THS_T,PT	97 	166 	130 	121 	262 	293 	270 	313 	593 
OWN,GT12,THS_T,RO	716 	505 	644 	500 	752 	497 	662 	1158 	2064 
OWN,GT12,THS_T,SE	76 	148 	327 	291 	140 	149 	79 	154 	322 
OWN,GT12,THS_T,SI	72 	107 	226 	94 	65 	81 	44 	21 	51 
OWN,GT12,THS_T,SK	376 	498 	984 	640 	403 	1109 	323 	515 	334 
OWN,GT12,THS_T,UK	8372 	9208 	6478 	6492 	12845 	11082 	10805 	12313 	10523 
OWN,GT13,MIO_TKM,AT	264 	284 	363 	370 	332 	397 	312 	335 	368 
OWN,GT13,MIO_TKM,BE	144 	146 	226 	108 	170 	161 	353 	168 	201 
OWN,GT13,MIO_TKM,BG	150 	25 	81 	36 	22 	89 	46 	24 	29 
OWN,GT13,MIO_TKM,CH	37 	71 	77 	17 	47 	54 	72 	43 	78 
OWN,GT13,MIO_TKM,CY	: c	: c	: 	: c	: 	: 	: c	: c	: c
OWN,GT13,MIO_TKM,CZ	12 	45 	46 	36 	57 	37 	69 	41 	39 
OWN,GT13,MIO_TKM,DE	444 	505 	485 	482 	486 	600 	600 	551 	661 
OWN,GT13,MIO_TKM,DK	10 	6 	23 	28 	25 	38 	24 	81 	81 
OWN,GT13,MIO_TKM,EE	: 	: c	2 	: c	: c	: c	: c	: c	6 
OWN,GT13,MIO_TKM,EL	: c	16 	13 	18 	: c	: c	88 	118 	87 
OWN,GT13,MIO_TKM,ES	152 	134 	131 	128 	162 	154 	193 	203 	272 
OWN,GT13,MIO_TKM,EU15	2482 	2321 	2631 	2167 	2347 	3098 	3317 	: 	: 
OWN,GT13,MIO_TKM,EU25	3298 	3627 	3637 	3242 	3142 	4045 	4187 	: 	: 
OWN,GT13,MIO_TKM,EU27	3602 	3791 	3849 	3452 	3310 	4242 	4333 	: 	: 
OWN,GT13,MIO_TKM,EU28	3613 	3807 	3871 	3479 	3345 	4267 	4358 	: 	: 
OWN,GT13,MIO_TKM,FI	: c	: c	: c	: c	: c	: c	23 	12 	20 
OWN,GT13,MIO_TKM,FR	243 	161 	154 	147 	145 	243 	194 	266 	476 
OWN,GT13,MIO_TKM,HR	11 	16 	22 	27 	34 	25 	24 	16 	33 
OWN,GT13,MIO_TKM,HU	22 	59 	9 	18 	12 	22 	74 	152 	114 
OWN,GT13,MIO_TKM,IE	43 	36 	44 	36 	35 	53 	45 	80 	424 
OWN,GT13,MIO_TKM,IT	94 	72 	108 	133 	59 	104 	121 	98 	262 
OWN,GT13,MIO_TKM,LT	16 	30 	14 	7 	16 	: c	12 	15 	17 
OWN,GT13,MIO_TKM,LU	8 	9 	4 	2 	2 	1 	21 	24 	16 
OWN,GT13,MIO_TKM,LV	6 	: c	: c	7 	: c	: c	1 	3 	11 
OWN,GT13,MIO_TKM,NL	55 	86 	77 	82 	68 	63 	85 	67 	127 
OWN,GT13,MIO_TKM,NO	: c	6 	: c	5 	11 	4 	10 	: c	3 
OWN,GT13,MIO_TKM,PL	563 	737 	611 	901 	625 	784 	625 	576 	438 
OWN,GT13,MIO_TKM,PT	55 	36 	59 	41 	78 	65 	89 	93 	122 
OWN,GT13,MIO_TKM,RO	154 	139 	131 	174 	146 	108 	100 	493 	2564 
OWN,GT13,MIO_TKM,SE	47 	10 	: c	15 	13 	21 	16 	7 	27 
OWN,GT13,MIO_TKM,SI	125 	373 	295 	89 	64 	79 	76 	68 	35 
OWN,GT13,MIO_TKM,SK	71 	53 	27 	13 	16 	12 	13 	29 	36 
OWN,GT13,MIO_TKM,UK	911 	815 	927 	560 	760 	1154 	1152 	1284 	1390 
OWN,GT13,THS_T,AT	3592 	3432 	3965 	3990 	3739 	4115 	4070 	3641 	3487 
OWN,GT13,THS_T,BE	2200 	1305 	1166 	687 	1263 	810 	1647 	884 	1026 
OWN,GT13,THS_T,BG	320 	164 	239 	145 	117 	206 	186 	203 	121 
OWN,GT13,THS_T,CH	402 	1588 	1062 	353 	504 	634 	802 	535 	516 
OWN,GT13,THS_T,CY	: c	: c	: 	: c	: 	: 	: c	: c	: c
OWN,GT13,THS_T,CZ	117 	282 	193 	141 	414 	232 	462 	453 	255 
OWN,GT13,THS_T,DE	2904 	2104 	2668 	2490 	2420 	2994 	2276 	5566 	6477 
OWN,GT13,THS_T,DK	67 	43 	195 	271 	224 	122 	94 	260 	489 
OWN,GT13,THS_T,EE	: 	: c	27 	: c	: c	: c	: c	: c	29 
OWN,GT13,THS_T,EL	: c	176 	160 	76 	: c	: c	697 	500 	579 
OWN,GT13,THS_T,ES	692 	537 	501 	590 	708 	668 	907 	1115 	1537 
OWN,GT13,THS_T,EU15	22343 	17656 	21904 	16910 	20498 	22306 	23667 	: 	: 
OWN,GT13,THS_T,EU25	26626 	23190 	25373 	20627 	23263 	26774 	27999 	: 	: 
OWN,GT13,THS_T,EU27	27220 	23685 	25884 	21088 	23762 	27238 	28451 	: 	: 
OWN,GT13,THS_T,EU28	27296 	23788 	25995 	21246 	23951 	27390 	28580 	: 	: 
OWN,GT13,THS_T,FI	: c	: c	: c	: c	: c	: c	263 	101 	225 
OWN,GT13,THS_T,FR	2196 	1447 	1790 	1708 	3547 	3090 	2029 	2275 	4225 
OWN,GT13,THS_T,HR	76 	103 	112 	158 	189 	152 	129 	125 	260 
OWN,GT13,THS_T,HU	75 	127 	61 	55 	87 	121 	285 	328 	216 
OWN,GT13,THS_T,IE	500 	395 	475 	511 	324 	600 	426 	760 	3228 
OWN,GT13,THS_T,IT	778 	501 	901 	664 	655 	1269 	926 	878 	2804 
OWN,GT13,THS_T,LT	86 	65 	48 	34 	97 	: c	42 	79 	112 
OWN,GT13,THS_T,LU	69 	48 	36 	10 	10 	11 	55 	63 	50 
OWN,GT13,THS_T,LV	48 	: c	: c	35 	: c	: c	46 	18 	42 
OWN,GT13,THS_T,NL	600 	794 	682 	864 	868 	700 	780 	564 	873 
OWN,GT13,THS_T,NO	: c	73 	: c	25 	207 	254 	137 	: c	34 
OWN,GT13,THS_T,PL	3010 	4034 	2270 	3040 	1899 	3608 	3060 	2104 	1761 
OWN,GT13,THS_T,PT	403 	348 	477 	426 	318 	241 	469 	463 	457 
OWN,GT13,THS_T,RO	274 	331 	271 	316 	382 	258 	266 	806 	2371 
OWN,GT13,THS_T,SE	285 	93 	: c	106 	100 	138 	72 	70 	78 
OWN,GT13,THS_T,SI	509 	677 	621 	320 	164 	319 	281 	185 	85 
OWN,GT13,THS_T,SK	430 	293 	234 	66 	90 	153 	114 	217 	441 
OWN,GT13,THS_T,UK	7860 	6398 	8483 	4450 	6249 	7242 	8956 	10982 	9824 
OWN,GT14,MIO_TKM,AT	449 	413 	342 	362 	324 	318 	396 	299 	347 
OWN,GT14,MIO_TKM,BE	717 	364 	139 	101 	126 	84 	106 	86 	45 
OWN,GT14,MIO_TKM,BG	100 	228 	112 	148 	141 	233 	174 	126 	77 
OWN,GT14,MIO_TKM,CH	361 	300 	341 	333 	361 	326 	181 	258 	238 
OWN,GT14,MIO_TKM,CY	14 	12 	13 	10 	20 	18 	19 	13 	9 
OWN,GT14,MIO_TKM,CZ	457 	339 	241 	234 	211 	218 	212 	205 	245 
OWN,GT14,MIO_TKM,DE	2768 	3091 	3339 	3151 	3158 	3519 	3540 	6120 	7015 
OWN,GT14,MIO_TKM,DK	36 	44 	47 	30 	36 	30 	42 	34 	32 
OWN,GT14,MIO_TKM,EE	12 	2 	2 	: c	: c	2 	4 	5 	: c
OWN,GT14,MIO_TKM,EL	686 	362 	823 	776 	434 	512 	870 	979 	525 
OWN,GT14,MIO_TKM,ES	529 	514 	548 	489 	573 	603 	651 	616 	663 
OWN,GT14,MIO_TKM,EU15	20080 	15700 	15033 	14349 	14500 	16019 	13704 	: 	: 
OWN,GT14,MIO_TKM,EU25	22698 	18297 	17658 	17118 	17174 	18577 	16037 	: 	: 
OWN,GT14,MIO_TKM,EU27	23037 	18715 	18007 	17596 	17532 	19099 	16389 	: 	: 
OWN,GT14,MIO_TKM,EU28	23130 	18803 	18116 	17679 	17613 	19196 	16516 	: 	: 
OWN,GT14,MIO_TKM,FI	124 	33 	61 	38 	52 	88 	195 	153 	133 
OWN,GT14,MIO_TKM,FR	2027 	2288 	1904 	1985 	1835 	1901 	1694 	1665 	1111 
OWN,GT14,MIO_TKM,HR	92 	88 	109 	83 	81 	97 	127 	130 	130 
OWN,GT14,MIO_TKM,HU	205 	282 	262 	255 	272 	283 	266 	242 	246 
OWN,GT14,MIO_TKM,IE	167 	129 	121 	124 	137 	135 	132 	133 	144 
OWN,GT14,MIO_TKM,IT	772 	847 	788 	730 	820 	936 	1237 	1462 	861 
OWN,GT14,MIO_TKM,LT	39 	69 	59 	32 	24 	33 	32 	27 	33 
OWN,GT14,MIO_TKM,LU	16 	20 	20 	18 	20 	9 	14 	3 	5 
OWN,GT14,MIO_TKM,LV	21 	45 	23 	31 	36 	29 	32 	20 	28 
OWN,GT14,MIO_TKM,NL	693 	652 	920 	696 	651 	482 	455 	450 	320 
OWN,GT14,MIO_TKM,NO	247 	370 	388 	394 	305 	316 	227 	232 	308 
OWN,GT14,MIO_TKM,PL	1800 	1723 	1937 	2145 	2050 	1890 	1676 	1692 	782 
OWN,GT14,MIO_TKM,PT	189 	149 	174 	132 	174 	177 	232 	211 	201 
OWN,GT14,MIO_TKM,RO	239 	190 	238 	330 	218 	289 	178 	383 	255 
OWN,GT14,MIO_TKM,SE	143 	169 	122 	77 	161 	218 	121 	68 	139 
OWN,GT14,MIO_TKM,SI	47 	75 	37 	36 	25 	67 	53 	51 	53 
OWN,GT14,MIO_TKM,SK	23 	50 	50 	24 	34 	19 	38 	58 	69 
OWN,GT14,MIO_TKM,UK	10773 	6625 	5685 	5639 	6000 	7005 	4020 	3459 	3985 
OWN,GT14,THS_T,AT	10851 	10723 	9983 	9350 	8631 	11455 	11030 	10774 	10580 
OWN,GT14,THS_T,BE	4976 	3243 	1817 	1120 	1414 	1347 	1648 	1275 	667 
OWN,GT14,THS_T,BG	5451 	7809 	4568 	6749 	7267 	8644 	8225 	6406 	6009 
OWN,GT14,THS_T,CH	12555 	12360 	14629 	12309 	13223 	13848 	8098 	9270 	10751 
OWN,GT14,THS_T,CY	641 	601 	652 	557 	1053 	876 	1106 	697 	559 
OWN,GT14,THS_T,CZ	9412 	7959 	7574 	6816 	7010 	5773 	8072 	9533 	12572 
OWN,GT14,THS_T,DE	62938 	70231 	70864 	74628 	70795 	82734 	81377 	232478 	275613 
OWN,GT14,THS_T,DK	1043 	1851 	1475 	1055 	1036 	766 	1333 	1377 	782 
OWN,GT14,THS_T,EE	261 	147 	52 	: c	: c	44 	70 	147 	: c
OWN,GT14,THS_T,EL	75893 	59685 	104629 	129911 	74694 	63454 	63626 	74170 	30529 
OWN,GT14,THS_T,ES	13439 	13891 	14311 	12396 	14240 	16415 	19467 	20787 	23409 
OWN,GT14,THS_T,EU15	429640 	402110 	425349 	450091 	407587 	415289 	383651 	: 	: 
OWN,GT14,THS_T,EU25	498122 	474047 	507219 	522369 	504591 	493050 	464169 	: 	: 
OWN,GT14,THS_T,EU27	508774 	486084 	516915 	535811 	516481 	506858 	475844 	: 	: 
OWN,GT14,THS_T,EU28	510962 	488437 	519734 	538356 	518795 	508985 	479347 	: 	: 
OWN,GT14,THS_T,FI	1443 	392 	2931 	386 	599 	3370 	8706 	6213 	3725 
OWN,GT14,THS_T,FR	44260 	58335 	46753 	54809 	51918 	45110 	44145 	41740 	28299 
OWN,GT14,THS_T,HR	2188 	2353 	2818 	2545 	2314 	2127 	3503 	3588 	3874 
OWN,GT14,THS_T,HU	6534 	9356 	10519 	7212 	7326 	8673 	7780 	6873 	8316 
OWN,GT14,THS_T,IE	2658 	2324 	2071 	1972 	2397 	2505 	2555 	2241 	3237 
OWN,GT14,THS_T,IT	15754 	18826 	17317 	16194 	20943 	25335 	28635 	32332 	25112 
OWN,GT14,THS_T,LT	677 	948 	1004 	657 	498 	544 	531 	689 	576 
OWN,GT14,THS_T,LU	256 	509 	560 	456 	435 	527 	508 	236 	287 
OWN,GT14,THS_T,LV	729 	861 	935 	1330 	1359 	1063 	1474 	659 	1147 
OWN,GT14,THS_T,NL	12554 	13969 	15588 	13630 	14323 	9893 	11172 	8923 	5224 
OWN,GT14,THS_T,NO	2995 	6906 	4582 	4827 	3511 	4535 	4212 	5355 	5367 
OWN,GT14,THS_T,PL	46891 	49249 	57534 	53542 	75747 	56095 	56149 	63084 	19440 
OWN,GT14,THS_T,PT	4212 	3542 	3639 	3226 	4204 	3210 	4123 	4339 	5799 
OWN,GT14,THS_T,RO	5201 	4228 	5128 	6693 	4624 	5164 	3450 	8219 	4464 
OWN,GT14,THS_T,SE	2995 	5123 	2144 	2705 	2716 	3156 	2577 	1699 	3113 
OWN,GT14,THS_T,SI	1375 	1513 	1835 	1068 	934 	2582 	2244 	1590 	2375 
OWN,GT14,THS_T,SK	1962 	1302 	1765 	1059 	2941 	2112 	3093 	4423 	6454 
OWN,GT14,THS_T,UK	177595 	139467 	131267 	128252 	139240 	146012 	102750 	98925 	126738 
OWN,GT15,MIO_TKM,AT	85 	107 	78 	105 	105 	90 	81 	74 	87 
OWN,GT15,MIO_TKM,BE	: c	: c	: 	: 	: 	: c	: 	: 	: 
OWN,GT15,MIO_TKM,BG	: 	: c	53 	: c	: c	: 	: c	: c	: c
OWN,GT15,MIO_TKM,CH	5 	23 	25 	43 	29 	41 	26 	31 	47 
OWN,GT15,MIO_TKM,CY	: 	: 	: 	: 	: c	: 	: 	: 	: c
OWN,GT15,MIO_TKM,CZ	104 	50 	54 	144 	193 	185 	102 	149 	130 
OWN,GT15,MIO_TKM,DE	55 	52 	34 	42 	58 	69 	22 	: 	: 
OWN,GT15,MIO_TKM,DK	: c	12 	: c	4 	: c	: c	: c	27 	: c
OWN,GT15,MIO_TKM,EE	: 	: 	: c	: c	: c	: 	: c	: 	9 
OWN,GT15,MIO_TKM,EL	: c	: c	: c	: c	: c	62 	: c	: c	: c
OWN,GT15,MIO_TKM,ES	3 	: c	5 	4 	2 	: c	4 	9 	13 
OWN,GT15,MIO_TKM,EU15	6097 	4053 	3099 	2924 	4050 	5704 	4072 	: 	: 
OWN,GT15,MIO_TKM,EU25	7394 	5411 	4216 	4036 	4792 	6565 	5115 	: 	: 
OWN,GT15,MIO_TKM,EU27	7599 	5590 	4384 	4264 	4832 	6588 	5155 	: 	: 
OWN,GT15,MIO_TKM,EU28	7628 	5620 	4409 	4287 	4867 	6607 	5171 	: 	: 
OWN,GT15,MIO_TKM,FI	: 	: 	: c	: c	: 	: c	: 	: 	: c
OWN,GT15,MIO_TKM,FR	142 	88 	81 	63 	148 	431 	315 	439 	: 
OWN,GT15,MIO_TKM,HR	29 	30 	25 	23 	35 	19 	16 	: c	31 
OWN,GT15,MIO_TKM,HU	232 	296 	185 	228 	88 	200 	205 	230 	182 
OWN,GT15,MIO_TKM,IE	28 	3 	: c	: 	1 	: c	: c	: c	: c
OWN,GT15,MIO_TKM,IT	: c	2 	2 	: c	69 	69 	60 	227 	206 
OWN,GT15,MIO_TKM,LT	: 	: c	: 	: c	: 	: 	: 	: c	: c
OWN,GT15,MIO_TKM,LU	5 	10 	10 	2 	1 	0 	: c	: c	1 
OWN,GT15,MIO_TKM,LV	: 	: 	: c	: 	: 	: 	: c	: 	: c
OWN,GT15,MIO_TKM,NL	4 	6 	: c	2 	: c	6 	: c	: 	: 
OWN,GT15,MIO_TKM,NO	240 	226 	150 	120 	169 	254 	196 	79 	265 
OWN,GT15,MIO_TKM,PL	867 	949 	794 	663 	359 	416 	612 	569 	353 
OWN,GT15,MIO_TKM,PT	25 	16 	37 	12 	17 	23 	39 	14 	: c
OWN,GT15,MIO_TKM,RO	205 	131 	114 	161 	29 	23 	36 	47 	148 
OWN,GT15,MIO_TKM,SE	: c	168 	15 	26 	: c	16 	22 	: c	: c
OWN,GT15,MIO_TKM,SI	42 	31 	41 	30 	45 	28 	34 	47 	45 
OWN,GT15,MIO_TKM,SK	52 	33 	31 	46 	54 	32 	65 	224 	51 
OWN,GT15,MIO_TKM,UK	5628 	3485 	2769 	2388 	3352 	4921 	3442 	2483 	2567 
OWN,GT15,THS_T,AT	1049 	1530 	970 	1395 	1221 	768 	1065 	1011 	1031 
OWN,GT15,THS_T,BE	: c	: c	: 	: 	: 	: c	: 	: 	: 
OWN,GT15,THS_T,BG	: 	: c	894 	: c	: c	: 	: c	: c	: c
OWN,GT15,THS_T,CH	220 	1035 	598 	1215 	780 	1496 	1059 	1141 	992 
OWN,GT15,THS_T,CY	: 	: 	: 	: 	: c	: 	: 	: 	: c
OWN,GT15,THS_T,CZ	1604 	570 	562 	1224 	1602 	1782 	1182 	1298 	1566 
OWN,GT15,THS_T,DE	564 	1337 	689 	901 	615 	1502 	352 	: 	: 
OWN,GT15,THS_T,DK	: c	92 	: c	44 	: c	: c	: c	245 	: c
OWN,GT15,THS_T,EE	: 	: 	: c	: c	: c	: 	: c	: 	53 
OWN,GT15,THS_T,EL	: c	: c	: c	: c	: c	802 	: c	: c	: c
OWN,GT15,THS_T,ES	69 	: c	114 	225 	92 	: c	216 	106 	148 
OWN,GT15,THS_T,EU15	45568 	30499 	21770 	25097 	31660 	38277 	38788 	: 	: 
OWN,GT15,THS_T,EU25	54562 	38323 	28574 	32224 	36964 	45114 	45739 	: 	: 
OWN,GT15,THS_T,EU27	55110 	38839 	29897 	33081 	37232 	45219 	45906 	: 	: 
OWN,GT15,THS_T,EU28	55271 	39006 	30019 	33174 	37371 	45322 	45986 	: 	: 
OWN,GT15,THS_T,FI	: 	: 	: c	: c	: 	: c	: 	: 	: c
OWN,GT15,THS_T,FR	692 	588 	560 	561 	1501 	3811 	3606 	2745 	: 
OWN,GT15,THS_T,HR	161 	167 	123 	93 	139 	103 	80 	: c	145 
OWN,GT15,THS_T,HU	1878 	2141 	1533 	1784 	805 	1501 	1426 	1757 	1452 
OWN,GT15,THS_T,IE	283 	24 	: c	: 	6 	: c	: c	: c	: c
OWN,GT15,THS_T,IT	: c	53 	122 	: c	766 	1556 	2761 	6552 	8068 
OWN,GT15,THS_T,LT	: 	: c	: 	: c	: 	: 	: 	: c	: c
OWN,GT15,THS_T,LU	16 	50 	44 	44 	12 	4 	: c	: c	4 
OWN,GT15,THS_T,LV	: 	: 	: c	: 	: 	: 	: c	: 	: c
OWN,GT15,THS_T,NL	56 	67 	: c	13 	: c	23 	: c	: 	: 
OWN,GT15,THS_T,NO	1424 	1864 	1448 	1550 	1406 	3075 	2239 	1036 	1853 
OWN,GT15,THS_T,PL	4494 	4367 	3481 	3133 	1995 	2800 	3274 	2772 	1795 
OWN,GT15,THS_T,PT	741 	499 	556 	333 	382 	462 	753 	241 	: c
OWN,GT15,THS_T,RO	548 	313 	429 	290 	210 	104 	111 	261 	3359 
OWN,GT15,THS_T,SE	: c	1850 	113 	143 	: c	93 	254 	: c	: c
OWN,GT15,THS_T,SI	370 	255 	386 	279 	433 	248 	311 	418 	254 
OWN,GT15,THS_T,SK	647 	490 	803 	697 	446 	506 	601 	1366 	555 
