carriage,nst07,unit,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
OWN,GT01,MIO_TKM,CZ	1038 	996 	767 	716 	678 	701 	685 	590 	666 
OWN,GT01,MIO_TKM,DE	3856 	4225 	4311 	4174 	4443 	4824 	5122 	5527 	5510 
OWN,GT01,MIO_TKM,DK	552 	371 	482 	350 	361 	487 	537 	363 	324 
OWN,GT01,MIO_TKM,EE	121 	94 	152 	137 	123 	88 	139 	83 	50 
OWN,GT01,MIO_TKM,EL	1239 	1187 	1115 	1150 	1077 	904 	1262 	1164 	916 
OWN,GT01,MIO_TKM,ES	2110 	2012 	1739 	1865 	1833 	1914 	1848 	2120 	2272 
OWN,GT01,MIO_TKM,EU15	25343 	23952 	23970 	24668 	24304 	24883 	24457 	: 	: 
OWN,GT01,MIO_TKM,EU25	32322 	30942 	31688 	31227 	31400 	31207 	30640 	: 	: 
OWN,GT01,MIO_TKM,EU27	33787 	32358 	32971 	32529 	32506 	32226 	31772 	: 	: 
OWN,GT01,MIO_TKM,EU28	33936 	32496 	33119 	32694 	32622 	32370 	31902 	: 	: 
OWN,GT01,MIO_TKM,FI	279 	350 	220 	146 	128 	253 	211 	163 	156 
OWN,GT01,MIO_TKM,FR	7291 	6272 	6879 	6983 	5898 	5489 	5278 	4543 	4870 
OWN,GT01,MIO_TKM,HR	149 	138 	148 	165 	116 	143 	131 	123 	143 
OWN,GT01,MIO_TKM,HU	530 	537 	672 	595 	573 	636 	726 	695 	697 
OWN,GT01,MIO_TKM,IE	244 	271 	270 	241 	281 	294 	305 	271 	352 
OWN,GT01,MIO_TKM,IT	958 	1029 	1033 	1188 	958 	1202 	1724 	1468 	1125 
OWN,GT01,MIO_TKM,LT	392 	398 	459 	430 	494 	362 	335 	320 	266 
OWN,GT01,MIO_TKM,LU	72 	70 	103 	113 	89 	37 	39 	27 	23 
OWN,GT01,MIO_TKM,LV	240 	253 	265 	223 	326 	323 	252 	245 	226 
OWN,GT01,MIO_TKM,NL	1611 	1580 	2041 	1778 	1678 	1818 	1815 	2063 	1910 
OWN,GT01,MIO_TKM,NO	422 	548 	511 	528 	401 	380 	468 	535 	752 
OWN,GT01,MIO_TKM,PL	3922 	4105 	4831 	3959 	4458 	3773 	3581 	3752 	2887 
OWN,GT01,MIO_TKM,PT	700 	805 	703 	565 	712 	797 	764 	925 	1181 
OWN,GT01,MIO_TKM,RO	844 	878 	722 	689 	561 	440 	522 	1247 	612 
OWN,GT01,MIO_TKM,SE	769 	477 	362 	424 	518 	488 	273 	283 	350 
OWN,GT01,MIO_TKM,SI	287 	257 	269 	243 	179 	222 	196 	163 	150 
OWN,GT01,MIO_TKM,SK	410 	324 	272 	217 	183 	182 	241 	210 	266 
OWN,GT01,MIO_TKM,UK	4131 	3776 	3364 	4348 	5134 	4956 	4012 	3441 	4007 
OWN,GT01,THS_T,AT	9304 	8364 	8228 	7147 	8098 	7977 	7931 	7041 	7891 
OWN,GT01,THS_T,BE	6066 	7946 	5747 	5415 	5144 	5642 	4630 	5509 	5000 
OWN,GT01,THS_T,BG	8139 	7331 	7893 	7740 	7161 	7318 	8754 	6048 	6754 
OWN,GT01,THS_T,CH	6530 	6200 	8787 	7278 	6526 	5555 	5923 	4406 	5992 
OWN,GT01,THS_T,CY	1165 	796 	671 	1093 	1757 	705 	705 	944 	981 
OWN,GT01,THS_T,CZ	21593 	22430 	18954 	23445 	19518 	22065 	23587 	24411 	28588 
OWN,GT01,THS_T,DE	39703 	45678 	45909 	38739 	44957 	47431 	45712 	52130 	55135 
OWN,GT01,THS_T,DK	6823 	6050 	6812 	5345 	7297 	7972 	6334 	4263 	3544 
OWN,GT01,THS_T,EE	841 	393 	752 	590 	763 	964 	1124 	552 	671 
OWN,GT01,THS_T,EL	14514 	13658 	12504 	12624 	10747 	9513 	12524 	10510 	9950 
OWN,GT01,THS_T,ES	28225 	25095 	23037 	23265 	22559 	22748 	23018 	24987 	27103 
OWN,GT01,THS_T,EU15	296536 	292567 	292669 	290277 	294847 	289612 	278432 	: 	: 
OWN,GT01,THS_T,EU25	377399 	375338 	377073 	372386 	374908 	367062 	362050 	: 	: 
OWN,GT01,THS_T,EU27	393910 	391822 	392553 	387815 	387057 	379387 	375161 	: 	: 
OWN,GT01,THS_T,EU28	395638 	393130 	394037 	389237 	388120 	380616 	376171 	: 	: 
OWN,GT01,THS_T,FI	3168 	2669 	3308 	2971 	2391 	3938 	2432 	3380 	2358 
OWN,GT01,THS_T,FR	98976 	98749 	101543 	108944 	97046 	84914 	79618 	72541 	82151 
OWN,GT01,THS_T,HR	1729 	1308 	1484 	1422 	1063 	1230 	1010 	1165 	1159 
OWN,GT01,THS_T,HU	6362 	7469 	8506 	7605 	6924 	7861 	10107 	8946 	11014 
OWN,GT01,THS_T,IE	3309 	3825 	3632 	3542 	4330 	4203 	3714 	3198 	3767 
OWN,GT01,THS_T,IT	12174 	14095 	13742 	13857 	12654 	14853 	17993 	12365 	13253 
OWN,GT01,THS_T,LT	3486 	3954 	4215 	4236 	4420 	3659 	3467 	3715 	3582 
OWN,GT01,THS_T,LU	833 	780 	510 	772 	675 	509 	549 	306 	270 
OWN,GT01,THS_T,LV	4589 	3566 	4381 	3358 	3752 	3477 	3340 	3017 	3002 
OWN,GT01,THS_T,NL	14678 	15268 	16194 	15810 	15094 	15547 	14836 	15010 	14350 
OWN,GT01,THS_T,NO	3747 	3140 	3013 	3147 	3589 	3403 	2889 	3688 	4382 
OWN,GT01,THS_T,PL	33394 	34041 	38521 	34593 	36324 	32923 	33393 	32244 	29348 
OWN,GT01,THS_T,PT	8845 	8461 	8725 	7019 	6523 	7801 	7553 	10284 	12688 
OWN,GT01,THS_T,RO	8372 	9154 	7587 	7689 	4988 	5006 	4357 	13338 	6743 
OWN,GT01,THS_T,SE	9002 	5249 	6400 	4478 	6300 	6330 	3565 	3760 	4620 
OWN,GT01,THS_T,SI	2926 	3388 	2919 	2924 	1965 	2474 	2356 	2119 	2153 
OWN,GT01,THS_T,SK	6507 	6734 	5486 	4264 	4638 	3322 	5538 	5879 	7619 
OWN,GT01,THS_T,UK	40858 	36677 	36377 	40349 	51035 	50234 	48024 	42763 	46228 
OWN,GT02,MIO_TKM,AT	49 	38 	39 	55 	42 	69 	40 	23 	32 
OWN,GT02,MIO_TKM,BE	: c	32 	4 	25 	6 	9 	4 	15 	3 
OWN,GT02,MIO_TKM,BG	78 	111 	67 	12 	21 	40 	105 	91 	27 
OWN,GT02,MIO_TKM,CH	22 	: c	4 	5 	: c	13 	: c	: c	8 
OWN,GT02,MIO_TKM,CZ	51 	40 	63 	30 	72 	65 	60 	32 	69 
OWN,GT02,MIO_TKM,DE	18 	26 	39 	27 	20 	42 	39 	218 	282 
OWN,GT02,MIO_TKM,DK	: c	: c	: c	2 	: c	: c	: c	: 	: c
OWN,GT02,MIO_TKM,EE	: c	: 	: c	: c	: 	: 	: 	11 	: c
OWN,GT02,MIO_TKM,EL	: c	221 	64 	300 	135 	442 	209 	149 	82 
OWN,GT02,MIO_TKM,ES	13 	4 	1 	: c	6 	3 	6 	23 	29 
OWN,GT02,MIO_TKM,EU15	499 	1052 	703 	729 	459 	921 	740 	: 	: 
OWN,GT02,MIO_TKM,EU25	2541 	2550 	1840 	2004 	1649 	2427 	2096 	: 	: 
OWN,GT02,MIO_TKM,EU27	2638 	2676 	1944 	2040 	1688 	2497 	2228 	: 	: 
OWN,GT02,MIO_TKM,EU28	2648 	2684 	1953 	2052 	1698 	2499 	2244 	: 	: 
OWN,GT02,MIO_TKM,FI	: c	: c	: 	: 	: 	: 	: 	: 	: 
OWN,GT02,MIO_TKM,FR	79 	90 	97 	106 	64 	115 	73 	165 	11 
OWN,GT02,MIO_TKM,HR	10 	8 	9 	12 	10 	1 	16 	9 	21 
OWN,GT02,MIO_TKM,HU	38 	23 	5 	14 	22 	29 	22 	12 	31 
OWN,GT02,MIO_TKM,IE	29 	29 	10 	16 	13 	15 	27 	75 	48 
OWN,GT02,MIO_TKM,IT	69 	55 	132 	125 	78 	105 	89 	140 	151 
OWN,GT02,MIO_TKM,LT	7 	9 	7 	15 	8 	9 	22 	31 	13 
OWN,GT02,MIO_TKM,LU	11 	12 	19 	10 	1 	8 	10 	20 	26 
OWN,GT02,MIO_TKM,LV	: 	: 	: 	: c	: c	: 	: 	1 	: c
OWN,GT02,MIO_TKM,NL	63 	: c	: 	21 	: 	: c	: c	12 	6 
OWN,GT02,MIO_TKM,NO	: 	: 	: 	: 	: c	: 	: 	: 	: 
OWN,GT02,MIO_TKM,PL	1940 	1420 	1056 	1195 	1070 	1401 	1252 	988 	888 
OWN,GT02,MIO_TKM,PT	0 	1 	: c	: 	: c	: 	: c	: c	: c
OWN,GT02,MIO_TKM,RO	20 	15 	37 	24 	18 	30 	27 	93 	44 
OWN,GT02,MIO_TKM,SE	: c	: 	: 	: 	: 	: c	: 	: 	: 
OWN,GT02,MIO_TKM,SI	: c	: c	5 	: 	5 	: c	: 	: c	1 
OWN,GT02,MIO_TKM,SK	: c	: 	: c	: c	: c	: 	: c	20 	3 
OWN,GT02,MIO_TKM,UK	116 	524 	297 	41 	92 	110 	235 	351 	329 
OWN,GT02,THS_T,AT	462 	331 	447 	498 	498 	516 	300 	307 	376 
OWN,GT02,THS_T,BE	: c	97 	80 	254 	69 	36 	133 	304 	224 
OWN,GT02,THS_T,BG	516 	851 	1295 	1843 	1471 	810 	391 	975 	561 
OWN,GT02,THS_T,CH	711 	: c	106 	48 	: c	372 	: c	: c	319 
OWN,GT02,THS_T,CZ	966 	566 	1625 	767 	1507 	1293 	1613 	842 	916 
OWN,GT02,THS_T,DE	253 	606 	741 	772 	842 	455 	1351 	6028 	8189 
OWN,GT02,THS_T,DK	: c	: c	: c	54 	: c	: c	: c	: 	: c
OWN,GT02,THS_T,EE	: c	: 	: c	: c	: 	: 	: 	101 	: c
OWN,GT02,THS_T,EL	: c	47229 	14682 	79436 	54304 	74775 	46990 	20734 	15876 
OWN,GT02,THS_T,ES	333 	149 	187 	: c	232 	482 	223 	181 	2473 
OWN,GT02,THS_T,EU15	20210 	61051 	23719 	84891 	59617 	80721 	56137 	: 	: 
OWN,GT02,THS_T,EU25	35188 	72012 	34461 	97794 	76528 	92982 	68520 	: 	: 
OWN,GT02,THS_T,EU27	35854 	73072 	36653 	99818 	78269 	94386 	69511 	: 	: 
OWN,GT02,THS_T,EU28	35963 	73173 	36767 	99938 	78351 	94408 	69671 	: 	: 
OWN,GT02,THS_T,FI	: c	: c	: 	: 	: 	: 	: 	: 	: 
OWN,GT02,THS_T,FR	696 	1429 	1683 	1039 	1191 	798 	949 	3263 	460 
OWN,GT02,THS_T,HR	108 	100 	114 	120 	83 	22 	161 	69 	205 
OWN,GT02,THS_T,HU	386 	172 	84 	138 	194 	342 	230 	147 	547 
OWN,GT02,THS_T,IE	464 	450 	149 	284 	210 	191 	574 	1019 	1096 
OWN,GT02,THS_T,IT	908 	1294 	2170 	1656 	902 	1419 	2930 	2668 	1556 
OWN,GT02,THS_T,LT	60 	78 	57 	89 	149 	91 	108 	229 	109 
OWN,GT02,THS_T,LU	103 	116 	160 	46 	39 	156 	152 	334 	271 
OWN,GT02,THS_T,LV	: 	: 	: 	: c	: c	: 	: 	37 	: c
OWN,GT02,THS_T,NL	283 	: c	: 	140 	: 	: c	: c	56 	40 
OWN,GT02,THS_T,NO	: 	: 	: 	: 	: c	: 	: 	: 	: 
OWN,GT02,THS_T,PL	13237 	10137 	8880 	11751 	14923 	10527 	10431 	6563 	7471 
OWN,GT02,THS_T,PT	7 	14 	: c	: 	: c	: 	: c	: c	: c
OWN,GT02,THS_T,RO	151 	209 	898 	182 	270 	593 	600 	1687 	1258 
OWN,GT02,THS_T,SE	: c	: 	: 	: 	: 	: c	: 	: 	: 
OWN,GT02,THS_T,SI	: c	: c	14 	: 	33 	: c	: 	: c	11 
OWN,GT02,THS_T,SK	: c	: 	: c	: c	: c	: 	: c	89 	277 
OWN,GT02,THS_T,UK	1427 	9106 	3397 	687 	1311 	1848 	2386 	4755 	4749 
OWN,GT03,MIO_TKM,AT	1316 	1293 	1225 	1159 	1028 	1143 	1183 	1203 	1334 
OWN,GT03,MIO_TKM,BE	1276 	1359 	627 	707 	744 	829 	959 	780 	603 
OWN,GT03,MIO_TKM,BG	374 	600 	529 	642 	677 	504 	499 	807 	788 
OWN,GT03,MIO_TKM,CH	701 	569 	770 	634 	564 	706 	549 	603 	527 
OWN,GT03,MIO_TKM,CY	2 	5 	: c	3 	: c	6 	46 	53 	66 
OWN,GT03,MIO_TKM,CZ	1453 	1150 	680 	727 	550 	531 	541 	463 	572 
OWN,GT03,MIO_TKM,DE	6125 	6213 	6537 	6613 	6179 	6904 	6220 	7399 	8462 
OWN,GT03,MIO_TKM,DK	110 	127 	128 	163 	102 	146 	154 	154 	121 
OWN,GT03,MIO_TKM,EE	23 	17 	27 	22 	26 	20 	46 	29 	80 
OWN,GT03,MIO_TKM,EL	1366 	1014 	1085 	1045 	1083 	1623 	2218 	3248 	3293 
OWN,GT03,MIO_TKM,ES	827 	805 	806 	854 	1056 	1451 	1588 	1972 	3078 
OWN,GT03,MIO_TKM,EU15	28387 	25312 	24418 	24948 	24702 	27433 	28472 	: 	: 
OWN,GT03,MIO_TKM,EU25	33816 	30315 	29760 	30454 	29914 	33765 	34024 	: 	: 
OWN,GT03,MIO_TKM,EU27	35325 	31965 	31231 	32220 	31731 	35374 	35671 	: 	: 
OWN,GT03,MIO_TKM,EU28	35731 	32374 	31651 	32619 	32150 	35882 	36274 	: 	: 
OWN,GT03,MIO_TKM,FI	297 	343 	446 	372 	372 	437 	774 	302 	746 
OWN,GT03,MIO_TKM,FR	5640 	4863 	5449 	5128 	4691 	4784 	4568 	4444 	6642 
OWN,GT03,MIO_TKM,HR	407 	409 	420 	399 	419 	508 	603 	742 	698 
OWN,GT03,MIO_TKM,HU	159 	215 	223 	229 	212 	254 	276 	330 	569 
OWN,GT03,MIO_TKM,IE	414 	375 	296 	256 	285 	317 	413 	515 	270 
OWN,GT03,MIO_TKM,IT	1322 	1587 	1611 	1834 	1716 	2986 	3343 	3744 	4095 
OWN,GT03,MIO_TKM,LT	93 	86 	118 	129 	99 	101 	104 	189 	264 
OWN,GT03,MIO_TKM,LU	611 	524 	776 	443 	659 	370 	351 	410 	367 
OWN,GT03,MIO_TKM,LV	174 	158 	166 	161 	161 	200 	146 	119 	147 
OWN,GT03,MIO_TKM,NL	862 	776 	806 	848 	886 	831 	674 	809 	505 
OWN,GT03,MIO_TKM,NO	744 	1171 	1123 	788 	858 	954 	882 	784 	752 
OWN,GT03,MIO_TKM,PL	3158 	3056 	3704 	3898 	3818 	4850 	3896 	3691 	3622 
OWN,GT03,MIO_TKM,PT	915 	961 	663 	581 	856 	1044 	1201 	1659 	2341 
OWN,GT03,MIO_TKM,RO	1134 	1050 	943 	1124 	1140 	1104 	1148 	2301 	2850 
OWN,GT03,MIO_TKM,SE	431 	363 	386 	163 	267 	313 	218 	116 	110 
OWN,GT03,MIO_TKM,SI	186 	187 	176 	171 	162 	264 	286 	323 	330 
OWN,GT03,MIO_TKM,SK	181 	130 	245 	166 	171 	107 	210 	246 	311 
OWN,GT03,MIO_TKM,UK	6892 	4709 	3577 	4781 	4778 	4255 	4608 	4126 	4545 
OWN,GT03,THS_T,AT	66866 	64435 	63489 	60214 	57861 	58667 	59556 	60461 	68597 
OWN,GT03,THS_T,BE	13096 	13104 	15408 	18776 	18522 	19274 	20615 	17143 	14828 
OWN,GT03,THS_T,BG	25703 	38955 	35626 	34975 	35298 	28165 	32548 	35146 	42217 
OWN,GT03,THS_T,CH	38102 	33128 	47635 	45825 	36491 	37829 	35640 	43641 	35412 
OWN,GT03,THS_T,CY	362 	207 	: c	500 	: c	634 	2252 	1972 	4124 
OWN,GT03,THS_T,CZ	52329 	44713 	40439 	41795 	40235 	36990 	36411 	42165 	43732 
OWN,GT03,THS_T,DE	266931 	276474 	298296 	294415 	301232 	316197 	288817 	291453 	339357 
OWN,GT03,THS_T,DK	2750 	4451 	3902 	4063 	2973 	5374 	4582 	4078 	4429 
OWN,GT03,THS_T,EE	1088 	1023 	1486 	1006 	1046 	784 	1101 	1730 	2257 
OWN,GT03,THS_T,EL	138444 	101332 	105797 	113871 	70467 	189124 	207216 	311774 	276593 
OWN,GT03,THS_T,ES	40102 	33883 	36922 	37092 	43795 	66703 	84832 	99756 	160243 
OWN,GT03,THS_T,EU15	1026858 	986194 	1040062 	1024838 	1040472 	1275928 	1331476 	: 	: 
OWN,GT03,THS_T,EU25	1214245 	1187697 	1266568 	1265387 	1265154 	1541664 	1581742 	: 	: 
OWN,GT03,THS_T,EU27	1285560 	1269691 	1346016 	1352874 	1352960 	1619729 	1659470 	: 	: 
OWN,GT03,THS_T,EU28	1302725 	1285410 	1362891 	1369806 	1369291 	1640597 	1679780 	: 	: 
OWN,GT03,THS_T,FI	19196 	21056 	28044 	22000 	22592 	28629 	65119 	26111 	59769 
OWN,GT03,THS_T,FR	221352 	220199 	247826 	222151 	224215 	232988 	217482 	222454 	324681 
OWN,GT03,THS_T,HR	17166 	15719 	16875 	16932 	16331 	20869 	20310 	26888 	28158 
OWN,GT03,THS_T,HU	3238 	10177 	11395 	9406 	8455 	10542 	10493 	15041 	21371 
OWN,GT03,THS_T,IE	14478 	12460 	11061 	9623 	10118 	11860 	14026 	19426 	12050 
OWN,GT03,THS_T,IT	56625 	60673 	72039 	76882 	112091 	151005 	166691 	174225 	190628 
OWN,GT03,THS_T,LT	3400 	3530 	4635 	4530 	4260 	4146 	4526 	4973 	9233 
OWN,GT03,THS_T,LU	18586 	15188 	16156 	12105 	17984 	15986 	16736 	14909 	17189 
OWN,GT03,THS_T,LV	5241 	7270 	8166 	7878 	6749 	8896 	7284 	5256 	6851 
OWN,GT03,THS_T,NL	23019 	26462 	27305 	24649 	25085 	26222 	25127 	32692 	17480 
OWN,GT03,THS_T,NO	60526 	67918 	79927 	56893 	59168 	69744 	68277 	70342 	72284 
OWN,GT03,THS_T,PL	101818 	114706 	135191 	154959 	143653 	180053 	160518 	140166 	165167 
OWN,GT03,THS_T,PT	17427 	16932 	15768 	14739 	23292 	38268 	41470 	53650 	72066 
OWN,GT03,THS_T,RO	45612 	43039 	43821 	52512 	52508 	49900 	45180 	83530 	113751 
OWN,GT03,THS_T,SE	15712 	18344 	14671 	9417 	10307 	14651 	8480 	8524 	7389 
OWN,GT03,THS_T,SI	9288 	8467 	13322 	9154 	9610 	13341 	14109 	14415 	16272 
OWN,GT03,THS_T,SK	10622 	11411 	11565 	11322 	10315 	10351 	13573 	21853 	30373 
OWN,GT03,THS_T,UK	112216 	101201 	83378 	104841 	99936 	100980 	110729 	111197 	142727 
OWN,GT04,MIO_TKM,AT	930 	1041 	1050 	930 	810 	805 	885 	880 	857 
OWN,GT04,MIO_TKM,BE	1398 	1337 	1983 	1498 	1441 	1983 	1466 	1829 	1534 
OWN,GT04,MIO_TKM,BG	526 	448 	569 	425 	561 	597 	857 	538 	459 
OWN,GT04,MIO_TKM,CH	887 	1121 	1062 	641 	1096 	834 	794 	804 	646 
OWN,GT04,MIO_TKM,CY	84 	84 	86 	107 	132 	155 	127 	131 	154 
OWN,GT04,MIO_TKM,CZ	669 	772 	731 	921 	1045 	966 	632 	588 	636 
OWN,GT04,MIO_TKM,DE	8519 	8752 	8868 	9035 	9378 	9712 	10131 	12809 	13070 
OWN,GT04,MIO_TKM,DK	564 	411 	560 	693 	634 	461 	466 	585 	611 
OWN,GT04,MIO_TKM,EE	54 	20 	8 	27 	10 	24 	40 	47 	23 
OWN,GT04,MIO_TKM,EL	1470 	1235 	1215 	1302 	1222 	936 	1431 	1873 	1577 
OWN,GT04,MIO_TKM,ES	1693 	1750 	1656 	1764 	1980 	1924 	1984 	2094 	2254 
OWN,GT04,MIO_TKM,EU15	41997 	35831 	35304 	37815 	37960 	41819 	40034 	: 	: 
OWN,GT04,MIO_TKM,EU25	48895 	42583 	42375 	45585 	44728 	48033 	46986 	: 	: 
OWN,GT04,MIO_TKM,EU27	50922 	44411 	44551 	47567 	46677 	49836 	48990 	: 	: 
OWN,GT04,MIO_TKM,EU28	51205 	44713 	44877 	47911 	47018 	50185 	49331 	: 	: 
OWN,GT04,MIO_TKM,FI	118 	85 	124 	46 	132 	70 	75 	218 	120 
OWN,GT04,MIO_TKM,FR	5814 	4608 	4317 	4209 	3817 	4729 	4157 	3701 	4543 
OWN,GT04,MIO_TKM,HR	283 	302 	326 	344 	341 	348 	341 	327 	366 
OWN,GT04,MIO_TKM,HU	661 	520 	644 	550 	764 	856 	827 	1114 	649 
OWN,GT04,MIO_TKM,IE	562 	499 	398 	419 	401 	477 	554 	597 	826 
OWN,GT04,MIO_TKM,IT	1156 	1113 	1068 	873 	1125 	1232 	1163 	1349 	1205 
OWN,GT04,MIO_TKM,LT	229 	251 	255 	329 	213 	274 	219 	234 	183 
OWN,GT04,MIO_TKM,LU	378 	331 	295 	147 	131 	139 	131 	166 	134 
OWN,GT04,MIO_TKM,LV	127 	116 	130 	137 	120 	72 	82 	134 	118 
OWN,GT04,MIO_TKM,NL	2206 	2029 	1877 	2049 	2060 	2161 	1809 	1963 	2604 
OWN,GT04,MIO_TKM,NO	605 	1100 	1427 	1069 	826 	987 	979 	810 	1117 
OWN,GT04,MIO_TKM,PL	4734 	4600 	4826 	5335 	4092 	3529 	4649 	4339 	3609 
OWN,GT04,MIO_TKM,PT	283 	312 	424 	266 	619 	613 	601 	646 	821 
OWN,GT04,MIO_TKM,RO	1501 	1380 	1606 	1557 	1388 	1206 	1148 	3190 	4689 
OWN,GT04,MIO_TKM,SE	435 	502 	424 	489 	295 	501 	489 	319 	275 
OWN,GT04,MIO_TKM,SI	94 	175 	118 	79 	115 	75 	93 	128 	114 
OWN,GT04,MIO_TKM,SK	245 	213 	273 	284 	277 	263 	281 	284 	440 
OWN,GT04,MIO_TKM,UK	16481 	11827 	11045 	14095 	13916 	16076 	14691 	15901 	13461 
OWN,GT04,THS_T,AT	12584 	11760 	12036 	10693 	10463 	11535 	11215 	11163 	10892 
OWN,GT04,THS_T,BE	14844 	13759 	15496 	14048 	13595 	14987 	12657 	14298 	12543 
OWN,GT04,THS_T,BG	4617 	3589 	5424 	4130 	5434 	4894 	5655 	4656 	4105 
OWN,GT04,THS_T,CH	16049 	18720 	14809 	12353 	17594 	15091 	15286 	14389 	13141 
OWN,GT04,THS_T,CY	2355 	1996 	2354 	2377 	3207 	3105 	3159 	3417 	3776 
OWN,GT04,THS_T,CZ	6806 	8610 	6956 	8555 	5730 	9220 	6929 	6580 	6901 
OWN,GT04,THS_T,DE	93736 	92447 	95214 	94679 	96190 	97666 	99028 	130145 	131769 
OWN,GT04,THS_T,DK	5800 	4855 	6542 	8724 	7427 	5837 	6191 	7253 	7823 
OWN,GT04,THS_T,EE	215 	116 	85 	189 	123 	211 	146 	505 	185 
OWN,GT04,THS_T,EL	22371 	20011 	16303 	16212 	16325 	15156 	17961 	23948 	28812 
OWN,GT04,THS_T,ES	28776 	25413 	27139 	24029 	28326 	26794 	25843 	26550 	29017 
OWN,GT04,THS_T,EU15	449120 	406835 	388879 	419978 	419410 	455489 	438822 	: 	: 
OWN,GT04,THS_T,EU25	508724 	467072 	445733 	479389 	471977 	512917 	503998 	: 	: 
OWN,GT04,THS_T,EU27	520253 	477488 	459021 	491428 	485316 	524742 	517844 	: 	: 
OWN,GT04,THS_T,EU28	523846 	481069 	462794 	495051 	488712 	528289 	520944 	: 	: 
OWN,GT04,THS_T,FI	787 	663 	776 	341 	2648 	533 	1149 	2239 	1194 
OWN,GT04,THS_T,FR	68591 	66964 	57679 	57595 	52657 	62391 	58475 	50830 	63817 
OWN,GT04,THS_T,HR	3593 	3581 	3773 	3624 	3396 	3547 	3099 	3466 	4134 
OWN,GT04,THS_T,HU	6399 	5481 	6887 	4781 	7419 	7826 	8384 	10502 	7136 
OWN,GT04,THS_T,IE	6380 	5734 	4790 	5458 	5105 	5785 	6594 	6594 	8943 
OWN,GT04,THS_T,IT	14506 	13990 	11101 	11823 	14450 	13819 	17047 	24103 	13827 
OWN,GT04,THS_T,LT	1728 	1910 	1942 	2124 	1651 	1843 	1981 	1992 	2077 
OWN,GT04,THS_T,LU	2322 	2609 	2330 	1064 	1058 	1243 	1247 	1295 	1404 
OWN,GT04,THS_T,LV	2965 	2564 	2350 	2268 	2125 	1595 	1802 	1913 	1999 
OWN,GT04,THS_T,NL	25856 	24197 	23272 	26534 	29440 	30474 	25309 	22439 	27173 
OWN,GT04,THS_T,NO	5381 	7847 	12345 	8534 	7398 	9590 	8202 	10585 	12000 
OWN,GT04,THS_T,PL	35031 	36300 	32995 	35047 	28457 	29677 	39208 	33801 	35278 
OWN,GT04,THS_T,PT	3262 	3456 	4035 	3461 	5671 	5782 	6313 	6030 	7366 
OWN,GT04,THS_T,RO	6912 	6826 	7864 	7909 	7905 	6930 	8192 	21320 	13926 
OWN,GT04,THS_T,SE	6146 	4940 	4208 	2795 	2700 	4558 	3027 	4214 	3739 
OWN,GT04,THS_T,SI	806 	953 	974 	1133 	1099 	986 	1069 	967 	870 
OWN,GT04,THS_T,SK	3300 	2308 	2311 	2936 	2756 	2966 	2497 	3387 	3937 
OWN,GT04,THS_T,UK	142916 	116037 	107959 	142523 	133355 	158929 	146766 	152766 	137410 
OWN,GT05,MIO_TKM,AT	39 	29 	34 	42 	44 	27 	39 	23 	34 
OWN,GT05,MIO_TKM,BE	59 	56 	50 	73 	93 	87 	65 	103 	85 
OWN,GT05,MIO_TKM,BG	: c	: c	45 	: c	17 	33 	16 	: c	43 
OWN,GT05,MIO_TKM,CH	27 	16 	23 	15 	14 	17 	15 	38 	17 
OWN,GT05,MIO_TKM,CY	: c	: c	: 	: c	: c	: c	: c	: c	: c
OWN,GT05,MIO_TKM,CZ	52 	31 	9 	48 	29 	98 	37 	43 	83 
OWN,GT05,MIO_TKM,DE	136 	158 	144 	160 	128 	228 	323 	352 	460 
OWN,GT05,MIO_TKM,DK	32 	25 	17 	27 	16 	24 	10 	12 	14 
OWN,GT05,MIO_TKM,EE	: c	: c	: c	: c	: c	1 	: c	: c	: c
OWN,GT05,MIO_TKM,EL	: c	: c	: c	: c	63 	: c	: c	43 	43 
OWN,GT05,MIO_TKM,ES	57 	33 	68 	35 	45 	28 	40 	22 	70 
OWN,GT05,MIO_TKM,EU15	2035 	1953 	1916 	2041 	1888 	1690 	2101 	: 	: 
OWN,GT05,MIO_TKM,EU25	2294 	2199 	2279 	2421 	2196 	2082 	2399 	: 	: 
OWN,GT05,MIO_TKM,EU27	2367 	2297 	2367 	2615 	2367 	2271 	2550 	: 	: 
OWN,GT05,MIO_TKM,EU28	2369 	2301 	2373 	2626 	2377 	2278 	2554 	: 	: 
OWN,GT05,MIO_TKM,FI	: 	: c	: c	: c	38 	: c	: c	: c	: c
OWN,GT05,MIO_TKM,FR	347 	263 	232 	173 	288 	244 	289 	227 	136 
OWN,GT05,MIO_TKM,HR	2 	4 	7 	10 	10 	7 	3 	: c	6 
OWN,GT05,MIO_TKM,HU	19 	9 	4 	3 	8 	46 	22 	22 	20 
OWN,GT05,MIO_TKM,IE	11 	28 	20 	31 	36 	47 	37 	94 	74 
OWN,GT05,MIO_TKM,IT	67 	37 	128 	31 	150 	142 	102 	148 	120 
OWN,GT05,MIO_TKM,LT	: c	: c	2 	: c	12 	4 	: c	: c	34 
OWN,GT05,MIO_TKM,LU	8 	11 	20 	2 	1 	: c	: c	2 	: c
OWN,GT05,MIO_TKM,LV	: c	: 	: c	: c	: c	: c	: c	: 	: c
OWN,GT05,MIO_TKM,NL	176 	191 	194 	230 	125 	116 	134 	147 	157 
